city;country;population
Motta Baluffi;Italy;690
Moscazzano;Italy;700
Morro Reatino;Italy;63
Morimondo;Italy;435
Moretta;Italy;3909
Monte Rinaldo;Italy;412
Monteleone Rocca Doria;Italy;134
Montegrotto Terme;Italy;10276
Montefiorino;Italy;403
Montefino;Italy;228
Montebuono;Italy;333
Montalto delle Marche;Italy;669
Monguelfo;Italy;1450
Molise;Italy;167
Misano di Gera d'Adda;Italy;2806
Mese;Italy;1619
Merate;Italy;13024
Mazzo di Valtellina;Italy;729
Marano Vicentino;Italy;9084
Marano Equo;Italy;785
Mansuè;Italy;2937
Maissana;Italy;45
Magreta;Italy;3344
Magliano Sabina;Italy;2075
Lurago d'Erba;Italy;4892
Lucignano;Italy;1748
Longano;Italy;390
Loiano;Italy;2498
Livinallongo del Col di Lana;Italy;1417
Lissone;Italy;37353
Levico Terme;Italy;6171
Lettomanoppello;Italy;3019
Lenna;Italy;516
Legnaro;Italy;6813
Lecce;Italy;80695
La Valle Agordina;Italy;925
La Salle;Italy;849
Guiglia;Italy;1635
Grumento Nova;Italy;1124
Grottaferrata;Italy;18144
Grosotto;Italy;1552
Gioi;Italy;696
Genoa;Italy;580097
Gallo;Italy;1680
Galbiate;Italy;4513
Francavilla al Mare;Italy;21095
Fragagnano;Italy;5098
Folgaria;Italy;1601
Flussio;Italy;454
Flumeri;Italy;1354
Falzes;Italy;1754
Credera;Italy;718
Crecchio;Italy;523
Costano;Italy;1127
Configni;Italy;148
Conca dei Marini;Italy;597
Collepardo;Italy;544
Colere;Italy;805
Codogno;Italy;14583
Codisotto;Italy;1262
Ciorlano;Italy;229
Cicciano;Italy;12639
Ciano d'Enza;Italy;2349
Certosa di Pavia;Italy;3320
Cerro al Volturno;Italy;297
Centrale;Italy;1231
Ceneselli;Italy;934
Cembra;Italy;1802
Ceccano;Italy;14805
Cava Dè Tirreni;Italy;53130
Cattolica;Italy;16189
Castro;Italy;1345
Castiglione della Pescaia;Italy;3860
Castelvetro Piacentino;Italy;4293
Castelluccio Valmaggiore;Italy;1284
Aviano-Castello;Italy;5465
Castelleone;Italy;8198
Castel Giorgio;Italy;1652
Casoli;Italy;1085
Casoli;Italy;2466
Casatisma;Italy;727
Carbonera;Italy;4276
Capestrano;Italy;698
Capena;Italy;5542
Canosa Sannita;Italy;899
Cancello-Arnone;Italy;4256
Campodenno;Italy;430
Campagnatico;Italy;589
Camisano Vicentino;Italy;8244
Busachi;Italy;1282
Buonconvento;Italy;2688
Brugherio;Italy;33061
Broni;Italy;8420
Brindisi;Italy;87141
Bovino;Italy;3335
Borgo di Terzo;Italy;1046
Bonferraro;Italy;1323
Bomba;Italy;682
Bomarzo;Italy;1595
Bojano;Italy;6014
Bionaz;Italy;27
Bientina;Italy;5121
Biandronno;Italy;3267
Bertonico;Italy;939
Berra;Italy;1812
Benevento;Italy;58418
Begliano;Italy;1019
Battipaglia;Italy;47104
Battaglia Terme;Italy;3750
Barbianello;Italy;560
Bagnoli Irpino;Italy;2953
Arvier;Italy;738
Arluno;Italy;10362
Anzano del Parco;Italy;1616
Antella;Italy;2831
Amelia;Italy;5537
Alghero;Italy;34261
Acquaviva d'Isernia;Italy;455
Acquaviva Collecroce;Italy;594
Pertegada;Italy;1899
Veternigo;Italy;3356
Claut;Italy;787
Mompantero;Italy;668
Challand-Saint-Anselme;Italy;686
San Nazzaro Val Cavargna;Italy;286
Canonica d'Adda;Italy;4089
Palazzago;Italy;1930
Pianico;Italy;1405
Collebeato;Italy;4305
Corteno Golgi;Italy;462
Mombelli;Italy;154
Brentino Belluno;Italy;1400
Bolbeno;Italy;326
Smarano;Italy;502
Cerro Veronese;Italy;1978
Fluminata;Italy;0
Sambuca Pistoiese;Italy;1604
Tavarnelle Val di Pesa;Italy;7153
Campo nell'Elba;Italy;4155
Forcola;Italy;874
Soiano;Italy;1605
Rasun Anterselva - Rasen-Antholz;Italy;2700
Lucoli;Italy;944
Verduno;Italy;393
Casal Cermelli;Italy;715
Laino;Italy;506
Premolo;Italy;1118
Borgo San Siro;Italy;714
Spinadesco;Italy;1529
Castelbelforte;Italy;2513
Voghiera;Italy;1158
Ragoli;Italy;425
Ponzano Romano;Italy;942
Valgrisenche;Italy;49
Calice Ligure;Italy;1089
Cuveglio;Italy;3040
Figino Serenza;Italy;4610
Longone al Segrino;Italy;1753
Dossena;Italy;505
Fino del Monte;Italy;1127
Mornico al Serio;Italy;2739
Songavazzo;Italy;668
Capriano del Colle;Italy;4275
Castello d'Agogna;Italy;1068
Ca' d'Andrea;Italy;216
Cossano Canavese;Italy;336
Valdengo;Italy;1986
Imbersago;Italy;2224
Quarna Sotto;Italy;420
Vignone;Italy;919
Rosta;Italy;4391
Roccasparvera;Italy;410
Cerro Tanaro;Italy;615
Monleale;Italy;118
Mornese;Italy;520
Germagno;Italy;191
Scurelle;Italy;1199
Isola Rizza;Italy;2387
Predappio;Italy;2760
Cartoceto;Italy;380
Careggine;Italy;294
Settingiano;Italy;1040
Maropati;Italy;993
San Pietro di Caridà;Italy;622
Joppolo;Italy;750
Trontano;Italy;465
Pieve di Ledro;Italy;361
Vidracco;Italy;321
Bernezzo;Italy;1656
Montemerlo;Italy;2224
Rastignano-Carteria di Sesto;Italy;5231
Valle Santa;Italy;1763
Bastardo;Italy;2027
Pedemonte;Italy;3111
Scarlino Scalo;Italy;1582
Montignano-Marzocca;Italy;4590
San Zeno-San Giuseppe;Italy;9334
Caselle;Italy;5742
Torretta-Scalzapecora;Italy;4383
Santa Lucia;Italy;3985
Guardavalle Marina;Italy;2346
Sant'Angelo in Villa-Giglio;Italy;2063
La Rotta;Italy;1754
Oltre Brenta;Italy;1680
Villaguattera;Italy;1550
Via Lippia;Italy;1521
Cereda-Cozza Cornedo;Italy;1465
Negrone;Italy;1427
Lavinaio-Monterosso;Italy;1398
Villapinta;Italy;1371
Guinzano;Italy;1310
Giacalone;Italy;1253
Barberi;Italy;1244
Lido;Italy;1227
Badile;Italy;1191
Vaccheria;Italy;1104
San Giacomo;Italy;1035
Navedano;Italy;1004
Castione;Italy;754
Cedessano;Italy;251
Roapiana;Italy;245
Barquedo;Italy;139
Grizzana;Italy;284
Passo Ripe;Italy;1414
Natile Nuovo;Italy;1236
Colleverde II;Italy;4175
Corcagnano;Italy;3115
Kingston;Jamaica;937700
Islington;Jamaica;2958
Balaclava;Jamaica;2862
Jāwā;Jordan;10628
Yamato-Takada;Japan;0
Umi;Japan;39772
Toyama;Japan;415844
Tōkamachi;Japan;53333
Takaishi;Japan;60511
Sakado;Japan;96656
Ogōri-shimogō;Japan;23516
Ōgaki;Japan;161539
Nabari;Japan;77022
Muroto-misakicho;Japan;17601
Murakami;Japan;58300
Muikamachi;Japan;29123
Penja;Cameroon;28406
Muyuka;Cameroon;31384
Évodoula;Cameroon;1521
Bekondo;Cameroon;7331
Tungdor;China;0
Shengping;China;0
Gyamotang;China;0
Gartog;China;0
Langgar;China;19524
Aqqan;China;8494
Hom;China;2099
Fukang;China;0
Sishilichengzi;China;8722
Wenchang;China;0
Jiahe Chengguanzhen;China;0
Zhongshu;China;0
Zhongshan;China;0
Zagunao;China;0
Yunxian Chengguanzhen;China;0
Yunjin;China;54385
Yonghe;China;1286
Yichuan Chengguanzhen;China;0
Yaoshi;China;1350
Yanmen;China;1590
Yanjia;China;72825
Yangliuqing;China;76387
Xinhuang;China;0
Xinyi;China;300511
Xichang;China;481796
Xiaoshajiang;China;2160
Xiaogan;China;908266
Xiaodian;China;5086
Wugui;China;8341
Mingzhou;China;0
Wanshun;China;22256
Ulan;China;0
Tianzhuang;China;64957
Tancheng;China;0
Mingxing;China;0
Taicang;China;831113
Suonan;China;0
Sitou;China;56289
Shuangjiang;China;16773
Shixia;China;11072
Shijing;China;4000
Shidui;China;35367
Sanchakou;China;2636
Fuqing;China;67397
Renyi;China;38864
Qiaojiang;China;3290
Pucheng Chengguanzhen;China;0
Pu’an;China;42577
Potou;China;0
Guhuai;China;0
Pingle;China;0
Dadukou;China;0
Neihuang Chengguanzhen;China;0
Nandu;China;61881
Minqing;China;0
Mazhang;China;0
Xiguan;China;0
Luoyang;China;1390581
Lucheng;China;89119
Lubu;China;95820
Longcheng;China;0
Liyang;China;0
Linxi;China;100316
Linqu;China;299646
Wuling;China;0
Liji;China;39691
Xincheng;China;0
Lecheng;China;124268
Kuangyuan;China;0
Jiushan;China;44420
Lin’an;China;0
Jianguang;China;61469
Huozhuangzi;China;2413
Huguo;China;54795
Sanhe;China;0
Guiyang;China;3037159
Gaoping;China;204368
Ganzhou;China;1977253
Fuji;China;131927
Dongshan;China;0
Luocheng;China;0
Dingtao;China;58206
Dawangtai;China;5195
Datong;China;61085
Daojiang;China;0
Dangcheng;China;0
Dahua;China;0
Cizhu;China;22996
Zhiqing Songduo;China;0
Chitu;China;8939
Chengzhong;China;0
Changle;China;62763
Chadian;China;1089
Bobai;China;0
Bayiji;China;65830
Shangyu;China;770000
Anju;China;0
Aba;China;0
Baiyang;China;5847
Jiangkou;China;8363
Mahe;China;10497
Dongcheng;China;49252
Jingfeng;China;2500
Meipucun;China;1930
Miaoxi;China;10955
Tuquan;China;0
Meilisi;China;0
Jiagedaqi;China;135760
Dashitou;China;65683
Fengning;China;0
Baishishan;China;56992
Néa Pélla;Greece;1595
Lití;Greece;3302
Kolindrós;Greece;3590
Kateríni;Greece;53293
Kassándreia;Greece;2775
Exaplátanos;Greece;1292
Evropós;Greece;1734
Exochi;Greece;1280
Foúrnoi;Greece;0
Loutrá Oraías Elénis;Greece;1145
Usumatlán;Guatemala;4987
Tucurú;Guatemala;4772
Soloma;Guatemala;49030
San Miguel Chicaj;Guatemala;13747
San Miguel Acatán;Guatemala;2773
San José Ojetenán;Guatemala;1269
San Jacinto;Guatemala;1519
San Francisco Zapotitlán;Guatemala;22533
Pueblo Nuevo Viñas;Guatemala;4211
Magdalena Milpas Altas;Guatemala;11856
El Tumbador;Guatemala;8856
Atescatempa;Guatemala;11543
Santa Rita Village;Guam;7500
Mahaica Village;Guyana;4867
Sai Kung;Hong Kong, China;35800
Yamaranguila;Honduras;1187
Silca;Honduras;1112
Santa Rita;Honduras;12869
San Juan de Planes;Honduras;1048
San José de Tarros;Honduras;1634
San Francisco de Becerra;Honduras;2411
Coxen Hole;Honduras;7514
Puerto Castilla;Honduras;1220
La Unión;Honduras;3054
Guacamaya;Honduras;1250
Cane;Honduras;2190
Belén Gualcho;Honduras;2359
Araulí;Honduras;1160
Žminj;Croatia;826
Sveti Petar u Šumi;Croatia;1051
Strmec;Croatia;4250
Stari Mikanovci;Croatia;1883
Stara Gradiška;Croatia;207
Slobodnica;Croatia;1314
Šišan;Croatia;1007
Slavonski Šamac;Croatia;768
Rugvica;Croatia;704
Rovišće;Croatia;1033
Poreč;Croatia;8841
Pitomača;Croatia;4845
Ogulin;Croatia;7374
Odra;Croatia;2630
Motovun;Croatia;397
Mošćenička Draga;Croatia;452
Marija Bistrica;Croatia;1045
Kanfanar;Croatia;485
Dvor;Croatia;809
Dubrava;Croatia;1233
Donja Bistra;Croatia;1455
Bregana;Croatia;2198
Brckovljani;Croatia;1368
Bobota;Croatia;1202
Mlinište;Croatia;254
Kopčevec;Croatia;1060
Brezje;Croatia;1468
Gros Morne;Haiti;7294
Les Abricots;Haiti;1245
Vaja;Hungary;3774
Szakoly;Hungary;2925
Püspökladány;Hungary;15990
Ostoros;Hungary;2362
Nyírvasvári;Hungary;1971
Máriapócs;Hungary;2182
Mályi;Hungary;4128
Kocsord;Hungary;3054
Egyek;Hungary;5573
Biharkeresztes;Hungary;4237
Bélapátfalva;Hungary;3401
Tata;Hungary;23217
Tamási;Hungary;9682
Pusztaszabolcs;Hungary;6355
Kiskunfélegyháza;Hungary;31720
Jánosháza;Hungary;2754
Gencsapáti;Hungary;2580
Dusnok;Hungary;3284
Dunapataj;Hungary;3693
Csokonyavisonta;Hungary;1546
Bősárkány;Hungary;2208
Berzence;Hungary;2694
Becsehely;Hungary;2255
Bakonycsernye;Hungary;3177
Baja;Hungary;37714
Adács;Hungary;2890
Pintupadang;Indonesia;0
Gosong Telaga;Indonesia;0
Blangkejeren;Indonesia;0
Trenggalek;Indonesia;29083
Tayan;Indonesia;0
Tapalang;Indonesia;0
Tanjunggadang;Indonesia;0
Tanjungampalu;Indonesia;0
Tanggulangin;Indonesia;32866
Sungaikupang;Indonesia;0
Sumber;Indonesia;0
Srono;Indonesia;36260
Singaraja;Indonesia;133784
Simpur;Indonesia;0
Sawangan;Indonesia;165631
Sampalan;Indonesia;0
Rantaupulut;Indonesia;0
Pulaupinang;Indonesia;0
Probolinggo;Indonesia;241202
Pelabuhanratu;Indonesia;109523
Pasarbaru;Indonesia;0
Panggul;Indonesia;0
Palopo;Indonesia;184681
Pakuan Agung;Indonesia;0
Pakel;Indonesia;0
Pabuaran;Indonesia;0
Ondong Siau;Indonesia;0
Mempawah;Indonesia;0
Mega;Indonesia;0
Margahayukencana;Indonesia;83119
Mambi;Indonesia;0
Lekebai;Indonesia;0
Lais;Indonesia;0
Labuan Bajo;Indonesia;188724
Pangkalan Kerinci;Indonesia;0
Kopang Satu;Indonesia;0
Kelapa;Indonesia;0
Kawangu;Indonesia;0
Kasiguncu;Indonesia;0
Kambang;Indonesia;0
Kaliori;Indonesia;0
Jampang Kulon;Indonesia;0
Jambi City;Indonesia;606200
Gunungkencana;Indonesia;0
Gondang;Indonesia;0
Bolangitang;Indonesia;0
Blitar;Indonesia;150371
Baubau;Indonesia;159248
Ampana;Indonesia;0
Belawang;Indonesia;0
Ngamprah;Indonesia;0
Simabur;Indonesia;0
Kotawaikabubak;Indonesia;0
Toroloji;Indonesia;0
Gili Trawangan;Indonesia;1500
Kebonkai;Indonesia;0
Sindangtamu;Indonesia;0
Dawang;Indonesia;0
Woja;Indonesia;0
Tanjung Lubuk;Indonesia;0
Trimuris;Indonesia;0
Sumberan;Indonesia;0
Gondang;Indonesia;0
Rimo;Indonesia;0
Mersak;Indonesia;0
Seuneubok Bayu;Indonesia;0
Keumala;Indonesia;0
Geuleumpangminyeuk;Indonesia;0
Tiro;Indonesia;0
Seunudon;Indonesia;0
Blang Ara;Indonesia;0
Sungi Liput;Indonesia;0
Sungaiturak;Indonesia;0
Angkimang;Indonesia;0
Barimba;Indonesia;0
Pontianak Barat;Indonesia;0
Botawa;Indonesia;0
Ullong;Indonesia;0
Wicklow;Ireland;14048
Tralee;Ireland;22941
Rathcormac;Ireland;1762
Old Kilcullen;Ireland;2110
Killumney;Ireland;1132
Southill;United Kingdom;0
Slamannan;United Kingdom;1360
Shirebrook;United Kingdom;10885
Sherston;United Kingdom;1449
Sheriff Hutton;United Kingdom;1019
Shepley;United Kingdom;5444
Seven Sisters;United Kingdom;2123
Scotby;United Kingdom;2366
Sapcote;United Kingdom;2442
Sandbach;United Kingdom;17976
Sale;United Kingdom;55689
Rufford;United Kingdom;1420
Romsley;United Kingdom;1360
Ringmer;United Kingdom;3165
Redlynch;United Kingdom;2674
Ranskill;United Kingdom;1362
Radlett;United Kingdom;8163
Portstewart;United Kingdom;8394
Portsoy;United Kingdom;1730
Pool;United Kingdom;1935
Penkridge;United Kingdom;7791
Penistone;United Kingdom;10956
Penally;United Kingdom;848
Paull;United Kingdom;0
Pateley Bridge;United Kingdom;1432
Odiham;United Kingdom;3165
Nottingham;United Kingdom;323632
Northiam;United Kingdom;1785
Newtownards;United Kingdom;29363
Scone;United Kingdom;4840
Newport;United Kingdom;851
Newburn;United Kingdom;41347
Moulton Chapel;United Kingdom;1050
Moss;United Kingdom;389
Morecambe;United Kingdom;51644
Monifieth;United Kingdom;8210
Mochdre;United Kingdom;0
Minehead;United Kingdom;11981
Milford Haven;United Kingdom;13582
Manea;United Kingdom;2088
Malton;United Kingdom;5135
Loudwater;United Kingdom;4170
Leyland;United Kingdom;37614
Leyburn;United Kingdom;2183
Lavendon;United Kingdom;1303
Kingswood;United Kingdom;64793
Johnstone;United Kingdom;16390
Isleham;United Kingdom;2228
Ilminster;United Kingdom;5808
Humbleton;United Kingdom;0
Hopeman;United Kingdom;1710
Holmpton;United Kingdom;0
Hockliffe;United Kingdom;823
Hinton;United Kingdom;3533
Hindhead;United Kingdom;6187
High Blantyre;United Kingdom;16739
Heswall;United Kingdom;29789
Hebden Bridge;United Kingdom;4235
Hayes;United Kingdom;15906
Harwich;United Kingdom;20723
Hartburn;United Kingdom;0
Hambleton;United Kingdom;1749
Govilon;United Kingdom;1447
Godmanchester;United Kingdom;6506
Finchley;United Kingdom;65812
Farnborough;United Kingdom;102
Fakenham;United Kingdom;8285
Epping;United Kingdom;10289
Elsenham;United Kingdom;2272
Edenfield;United Kingdom;2126
Donaghadee;United Kingdom;7369
Derwen;United Kingdom;0
Denton;United Kingdom;0
Denny;United Kingdom;7860
Dalserf;United Kingdom;17985
Crossford;United Kingdom;2350
Crook;United Kingdom;9498
Cranleigh;United Kingdom;11082
Copplestone;United Kingdom;1253
Cockermouth;United Kingdom;9146
Clitheroe;United Kingdom;14765
Cleveleys;United Kingdom;15000
Church;United Kingdom;4077
Chudleigh;United Kingdom;4011
Chirnside;United Kingdom;1400
Chepstow;United Kingdom;16169
Carron;United Kingdom;2530
Caernarfon;United Kingdom;9730
Burgh le Marsh;United Kingdom;2026
Brotton;United Kingdom;5394
Bridge of Allan;United Kingdom;5000
Bredon;United Kingdom;1936
Bradfield;United Kingdom;1161
Boughton;United Kingdom;10120
Blackwell;United Kingdom;3037
Blackrod;United Kingdom;5086
Bishops Waltham;United Kingdom;6275
Bidford-on-Avon;United Kingdom;5047
Bicknacre;United Kingdom;2889
Bewdley;United Kingdom;8571
Barton upon Humber;United Kingdom;11066
Barnburgh;United Kingdom;1924
Barlborough;United Kingdom;2975
Bamburgh;United Kingdom;279
Avening;United Kingdom;1031
Aveley;United Kingdom;7986
Aspley Guise;United Kingdom;0
Anstruther;United Kingdom;3420
Ambrosden;United Kingdom;1662
Cefn Cribwr;United Kingdom;1324
Merthyr Mawr;United Kingdom;0
Chapmanslade;United Kingdom;643
Wideopen;United Kingdom;8976
Hazlerigg;United Kingdom;1053
Walton;United Kingdom;0
Winchelsea Beach;United Kingdom;1362
Virginia Water;United Kingdom;2999
Barbican;United Kingdom;4000
Portland;United Kingdom;12710
Canford Heath;United Kingdom;14418
Bartley Green;United Kingdom;25473
Elmstead Market;United Kingdom;1646
Deiniolen;United Kingdom;1379
Bulphan;United Kingdom;1032
St. Ann's;United Kingdom;14638
Sach’khere;Georgia;6140
Ninotsminda;Georgia;6141
Mart’q’opi;Georgia;7397
Kobuleti;Georgia;18600
K’asp’i;Georgia;14734
Gudauri;Georgia;10000
Aghaiani;Georgia;1505
Abasha;Georgia;6221
Macouria;French Guiana;8773
Tema;Ghana;155782
Prestea;Ghana;35155
Nuuk;Greenland;14798
Maniitsoq;Greenland;2534
No Kunda;Gambia;1913
Janjanbureh;Gambia;3584
Brikama;Gambia;77700
Sanguéya;Guinea;6117
Koundara;Guinea;13990
Zevgolateió;Greece;4363
Gýtheio;Greece;4279
Vlachiótis;Greece;2404
Vélo;Greece;3096
Vathí;Greece;2385
Týrnavos;Greece;10796
Thouría;Greece;1302
Távros;Greece;14972
Skála Oropoú;Greece;1430
Sými;Greece;2354
Sardínia;Greece;1064
Palaió Fáliro;Greece;64021
Palaiá Epídavros;Greece;1618
Metsovo;Greece;2503
Mantamádos;Greece;1120
Kraniá Elassónas;Greece;2936
Khiliomódhi;Greece;1699
Kardítsa;Greece;32789
Kallíthiro;Greece;1098
Grammenítsa;Greece;1258
Fyteíes;Greece;1516
Evxinoúpolis;Greece;2281
Ellinikó;Greece;17259
Elefsína;Greece;24910
Drépanon;Greece;1272
Diónysos;Greece;5651
Dimitsána;Greece;739
Astypálaia;Greece;1129
Angelókastro;Greece;1220
Ampelóna;Greece;5961
Polýgyros;Greece;10000
Pélla;Greece;2476
Ormýlia;Greece;2979
Pyhäntä;Finland;1779
Pukkila;Finland;1985
Pernå;Finland;3938
Paltamo;Finland;3844
Padasjoki;Finland;3473
Oulu;Finland;209648
Oulainen;Finland;8300
Orivesi;Finland;8846
Kolari;Finland;3908
Kokemäki;Finland;8390
Kauhava;Finland;7896
Karis;Finland;8853
Joensuu;Finland;77266
Iniö;Finland;279
Ii;Finland;6546
Eno;Finland;6891
Stanley;Falkland Islands (Malvinas);2213
Skúvoy;Faeroe Islands;53
Eiði;Faeroe Islands;634
Youx;France;1040
Ymare;France;1060
Wissembourg;France;8800
Berlin;United States;2422
Chelmsford;United States;33925
Dighton;United States;6283
Hopkinton;United States;2550
Kingston;United States;12208
North Pembroke;United States;3292
Saugus;United States;26628
Cushing;United States;1374
Lovell;United States;1013
Palermo;United States;1268
Portland;United States;66881
South Windham;United States;1374
Wayne;United States;1156
Albion;United States;8229
Au Sable;United States;1404
Bath;United States;2083
Battle Creek;United States;51589
Bay City;United States;33917
Burt;United States;1228
Capac;United States;1849
Coopersville;United States;4351
Hancock;United States;4555
Hemlock;United States;1466
Howard City;United States;1792
Laurium;United States;1941
Negaunee;United States;4582
Petoskey;United States;5719
Saline;United States;9100
South Haven;United States;4359
Traverse City;United States;15218
Waterford;United States;75737
Wayland;United States;4166
Afton;United States;2966
Benson;United States;3240
Chaska;United States;25199
Coleraine;United States;1999
Dellwood;United States;1094
Edgerton;United States;1139
Lindstrom;United States;4401
Madison Lake;United States;1094
Medina;United States;5973
Parkers Prairie;United States;1005
Springfield;United States;2068
Stillwater;United States;18924
Lancaster;United States;724
Lakota;United States;646
Lexington;United States;10075
Oakland;United States;1202
Epping;United States;1681
Franklin;United States;8450
Jaffrey;United States;2757
Keene;United States;23265
Marlborough;United States;1094
Mason;United States;1222
Basking Ridge;United States;21424
Burlington;United States;9808
Linden;United States;42021
North Arlington;United States;15904
Orange;United States;34457
Pine Lake Park;United States;8707
Sayreville;United States;44920
Singac;United States;3618
Ten Mile Run;United States;1959
Woodland Park;United States;12518
Adams;United States;1829
Arrochar;United States;13010
Champlain;United States;1074
Chittenango;United States;4891
Churchville;United States;2032
Cuba;United States;1529
Dryden;United States;2094
East Garden City;United States;6208
Elizabethtown;United States;754
Emerson Hill;United States;15412
Fonda;United States;765
Garden City Park;United States;7806
Green Island;United States;2612
Hoosick Falls;United States;3432
Keuka Park;United States;1137
Kirkville;United States;4685
Locust Valley;United States;3406
Manhasset Hills;United States;3592
Mexico;United States;1574
Montebello;United States;4652
Munsons Corners;United States;2728
Niverville;United States;1662
Ossining;United States;25441
